bankAccountId,date,transactionId,value,category,title,type,paymentMethod,mccCode
910e27d1-b80f-41b5-b7f2-a15f70a32fe0,2020-04-28,0c5fe659-1035-46bb-9138-48d28727539c,21.32,FOOD,A2PAS,payout,CARD,5411
910e27d1-b80f-41b5-b7f2-a15f70a32fe0,2020-04-28,590bb6d2-64d2-462f-a56c-e098a4ce25e8,25.44,FOOD,A2PAS,payout,CARD,5411
910e27d1-b80f-41b5-b7f2-a15f70a32fe0,2020-04-18,49c22570-7232-4ddc-adf3-197e4250272a,34.95,FOOD,A2PAS,payout,CARD,5411
910e27d1-b80f-41b5-b7f2-a15f70a32fe0,2020-04-14,654fbcf3-b946-4169-8344-7c6ff2ca30ef,28.97,FOOD,A2PAS,payout,CARD,5411
910e27d1-b80f-41b5-b7f2-a15f70a32fe0,2020-04-07,f94858be-0db6-4cf3-ba3f-4758aac02b42,23.74,FOOD,A2PAS,payout,CARD,5411
910e27d1-b80f-41b5-b7f2-a15f70a32fe0,2020-04-06,0035115e-73ce-48f2-9a3c-8bd4e3ead03e,34.85,FOOD,A2PAS,payout,CARD,5411
910e27d1-b80f-41b5-b7f2-a15f70a32fe0,2020-03-29,51ccceb4-bd72-4c9b-80b2-9e47ce9d4255,20.75,FOOD,A2PAS,payout,CARD,5411
910e27d1-b80f-41b5-b7f2-a15f70a32fe0,2020-03-28,4e890d4d-9adb-4913-b163-2c515a056bea,56.42,FOOD,A2PAS,payout,CARD,5411
910e27d1-b80f-41b5-b7f2-a15f70a32fe0,2020-03-24,4fd94b16-6a6f-45d9-9412-f6a8312c5a9c,16.9,FOOD,A2PAS,payout,CARD,5411
910e27d1-b80f-41b5-b7f2-a15f70a32fe0,2020-03-21,e88881c1-75ae-4155-a141-42f3e2f6d0a6,40.83,FOOD,A2PAS,payout,CARD,5411
910e27d1-b80f-41b5-b7f2-a15f70a32fe0,2020-03-19,4f4b40ee-4aa1-41f0-bc3f-40c3aba5ffa8,21.48,FOOD,A2PAS,payout,CARD,5411
910e27d1-b80f-41b5-b7f2-a15f70a32fe0,2020-03-18,aad5288c-33c5-46ff-a7de-fa0f527227e8,19.22,FOOD,A2PAS,payout,CARD,5411
910e27d1-b80f-41b5-b7f2-a15f70a32fe0,2020-03-17,8fc1cde3-5895-4780-a405-08ba552ec059,41.84,FOOD,A2PAS,payout,CARD,5411
910e27d1-b80f-41b5-b7f2-a15f70a32fe0,2020-03-16,edfb46ec-7e93-4f5d-8d5b-4afd533aff1d,71.24,FOOD,A2PAS,payout,CARD,5411
910e27d1-b80f-41b5-b7f2-a15f70a32fe0,2020-03-15,3be99802-806e-4f3e-81ee-f7a47bd3681c,70.45,FOOD,A2PAS,payout,CARD,5411
910e27d1-b80f-41b5-b7f2-a15f70a32fe0,2020-03-10,322371cc-93b7-4592-9d95-d02e44ead238,33.04,FOOD,A2PAS,payout,CARD,5411
910e27d1-b80f-41b5-b7f2-a15f70a32fe0,2020-03-04,b8734060-adfc-4d56-b3c3-2c49ae5450d3,20.7,FOOD,A2PAS,payout,CARD,5411
910e27d1-b80f-41b5-b7f2-a15f70a32fe0,2020-03-03,e212fdbe-0206-4e01-9758-e1c2daabf2d0,14.27,FOOD,A2PAS,payout,CARD,5411
910e27d1-b80f-41b5-b7f2-a15f70a32fe0,2020-02-25,d6be2c64-2c82-46f7-b41b-902fc3ec5508,30.55,FOOD,A2PAS,payout,CARD,5411
910e27d1-b80f-41b5-b7f2-a15f70a32fe0,2020-01-25,19acd973-7893-42a5-a55e-b9f552721339,27.5,FOOD,A2PAS,payout,CARD,5411
910e27d1-b80f-41b5-b7f2-a15f70a32fe0,2020-01-01,bae68e09-9dfc-426e-824b-ecfa4d287070,30.59,FOOD,A2PAS,payout,CARD,5411
910e27d1-b80f-41b5-b7f2-a15f70a32fe0,2019-12-21,8cfebcab-fe11-4333-83cd-73cde524fd24,68.96,FOOD,A2PAS,payout,CARD,5411
910e27d1-b80f-41b5-b7f2-a15f70a32fe0,2019-12-17,c3e8547d-3b8e-4cff-a779-0a18f265b2b1,22.91,FOOD,A2PAS,payout,CARD,5411
910e27d1-b80f-41b5-b7f2-a15f70a32fe0,2019-12-15,386f998e-e57c-4050-827b-dcbaa42a2849,16.69,FOOD,A2PAS,payout,CARD,5411
910e27d1-b80f-41b5-b7f2-a15f70a32fe0,2019-12-13,0cccab62-a1ad-4d0c-b233-71aa2be422a8,9.88,FOOD,A2PAS,payout,CARD,5411
910e27d1-b80f-41b5-b7f2-a15f70a32fe0,2019-12-08,d34fa5dc-ce99-48e6-818d-f4b974d3656c,7.64,FOOD,A2PAS,payout,CARD,5411
910e27d1-b80f-41b5-b7f2-a15f70a32fe0,2019-12-06,f188dc46-2cda-44a7-ace0-63400bb4a4e2,13.73,FOOD,A2PAS,payout,CARD,5411
910e27d1-b80f-41b5-b7f2-a15f70a32fe0,2019-12-05,ece49e70-d0a5-46f1-8141-d813b01fe7a8,17.42,FOOD,A2PAS,payout,CARD,5411
910e27d1-b80f-41b5-b7f2-a15f70a32fe0,2019-11-22,b9bd2146-f1d4-467e-bbac-01271c6414a6,42.05,FOOD,A2PAS,payout,CARD,5411
910e27d1-b80f-41b5-b7f2-a15f70a32fe0,2019-11-04,7f2b3b44-b909-410a-931a-bd39f75b53c1,14.68,FOOD,A2PAS,payout,CARD,5411
910e27d1-b80f-41b5-b7f2-a15f70a32fe0,2019-10-28,b84ebd9e-ae95-47e2-b871-928b9a81f1da,16.57,FOOD,A2PAS,payout,CARD,5411
910e27d1-b80f-41b5-b7f2-a15f70a32fe0,2019-10-27,9fc398f3-5e30-48df-9693-c0866806aa4b,7.27,FOOD,A2PAS,payout,CARD,5411
910e27d1-b80f-41b5-b7f2-a15f70a32fe0,2019-10-25,4bd5412f-c923-4d5d-a410-ec4921415aab,4.99,FOOD,A2PAS,payout,CARD,5411
910e27d1-b80f-41b5-b7f2-a15f70a32fe0,2019-10-18,eb00b868-d58f-43aa-b5b9-4b21c11f0d19,51.32,FOOD,A2PAS,payout,CARD,5411
910e27d1-b80f-41b5-b7f2-a15f70a32fe0,2019-10-14,91800b37-e8d8-4a20-8bd9-f42940f72584,23.53,FOOD,A2PAS,payout,CARD,5411
910e27d1-b80f-41b5-b7f2-a15f70a32fe0,2019-10-13,e35da210-020d-471b-ad42-745addb067b7,13.82,FOOD,A2PAS,payout,CARD,5411
910e27d1-b80f-41b5-b7f2-a15f70a32fe0,2019-10-12,254f0608-8353-49cc-8e7b-6bdd43b8d526,11.06,FOOD,A2PAS,payout,CARD,5411
910e27d1-b80f-41b5-b7f2-a15f70a32fe0,2019-10-01,8b9983a9-5a30-4288-990f-79a8e97728f6,26.32,FOOD,A2PAS,payout,CARD,5411
910e27d1-b80f-41b5-b7f2-a15f70a32fe0,2019-09-22,0f4d00d6-55cb-494e-a6fc-bf29bde6b6f3,44.08,FOOD,A2PAS,payout,CARD,5411
910e27d1-b80f-41b5-b7f2-a15f70a32fe0,2019-09-21,95c30ed4-fffe-45bc-a866-38ed1b5e37b6,24.64,FOOD,A2PAS,payout,CARD,5411
910e27d1-b80f-41b5-b7f2-a15f70a32fe0,2019-09-15,c5496898-3d1f-4776-a441-d602ae503723,13.74,FOOD,A2PAS,payout,CARD,5411
910e27d1-b80f-41b5-b7f2-a15f70a32fe0,2019-09-13,4058d294-8fb0-4e6e-9b87-bbe893f09404,28.09,FOOD,A2PAS,payout,CARD,5411
910e27d1-b80f-41b5-b7f2-a15f70a32fe0,2019-09-12,e2c3ece1-b06f-427e-9c3d-c63f5b8da4d0,27.91,FOOD,A2PAS,payout,CARD,5411
910e27d1-b80f-41b5-b7f2-a15f70a32fe0,2019-09-10,1bbe9c9b-da92-4815-807d-e6f7a1cc8a01,27.85,FOOD,A2PAS,payout,CARD,5411
910e27d1-b80f-41b5-b7f2-a15f70a32fe0,2019-09-04,b40b06df-5d96-4f0f-a668-59f689485fbf,10.53,FOOD,A2PAS,payout,CARD,5411
910e27d1-b80f-41b5-b7f2-a15f70a32fe0,2019-09-03,9a2a37a0-3599-4623-b745-c0b5e1c92738,32.07,FOOD,A2PAS,payout,CARD,5411
910e27d1-b80f-41b5-b7f2-a15f70a32fe0,2019-09-01,2e8c814c-ea99-4371-bca0-b0240c8bff1e,10.38,FOOD,A2PAS,payout,CARD,5411
910e27d1-b80f-41b5-b7f2-a15f70a32fe0,2019-08-30,60fcac6b-9599-4c57-a524-9b0fe061836e,39.23,FOOD,A2PAS,payout,CARD,5411
910e27d1-b80f-41b5-b7f2-a15f70a32fe0,2019-07-30,46134bea-7538-4682-856f-150494cec618,39.68,FOOD,A2PAS,payout,CARD,5411
910e27d1-b80f-41b5-b7f2-a15f70a32fe0,2019-07-28,0304d330-d119-4a01-94b9-cd418ff3c9e2,18.85,FOOD,A2PAS,payout,CARD,5411
910e27d1-b80f-41b5-b7f2-a15f70a32fe0,2019-07-25,74b75e9c-dcde-4bea-aa37-0a79a91ff17f,36.37,FOOD,A2PAS,payout,CARD,5411
910e27d1-b80f-41b5-b7f2-a15f70a32fe0,2019-07-21,53360a7d-349e-4089-8135-621cf472e681,73.22,FOOD,A2PAS,payout,CARD,5411
910e27d1-b80f-41b5-b7f2-a15f70a32fe0,2019-06-25,903dc1b7-f6d5-4d11-9a6b-96aa5ac911e1,34.24,FOOD,A2PAS,payout,CARD,5411
910e27d1-b80f-41b5-b7f2-a15f70a32fe0,2019-06-18,49a98494-a9b0-46d0-8795-e213f453d004,25.46,FOOD,A2PAS,payout,CARD,5411
910e27d1-b80f-41b5-b7f2-a15f70a32fe0,2019-06-16,8c201cb9-4171-465c-8a41-bb22a91f9e98,42.91,FOOD,A2PAS,payout,CARD,5411
910e27d1-b80f-41b5-b7f2-a15f70a32fe0,2019-05-31,2d387295-b1a9-4e64-a2ce-36f3488f54df,37.43,FOOD,A2PAS,payout,CARD,5411
910e27d1-b80f-41b5-b7f2-a15f70a32fe0,2019-05-29,cfd9636e-a804-4485-94c4-abae9578fc11,30.53,FOOD,A2PAS,payout,CARD,5411
910e27d1-b80f-41b5-b7f2-a15f70a32fe0,2019-05-29,3e5c0b32-2402-4509-b1f4-d5ba8b6665f8,13.64,FOOD,A2PAS,payout,CARD,5411
910e27d1-b80f-41b5-b7f2-a15f70a32fe0,2019-05-29,a765be8c-cfa1-497e-ab45-b11c55b52452,19.62,FOOD,A2PAS,payout,CARD,5411
910e27d1-b80f-41b5-b7f2-a15f70a32fe0,2019-05-22,e6e79d40-8ab3-4217-a7b4-f76a94383529,6.85,FOOD,A2PAS,payout,CARD,5411
910e27d1-b80f-41b5-b7f2-a15f70a32fe0,2019-05-10,a6f1b1ea-e4ec-4b57-b74b-8abb67cf46ad,38.69,FOOD,A2PAS,payout,CARD,5411
910e27d1-b80f-41b5-b7f2-a15f70a32fe0,2019-04-28,b5e25668-a941-4255-8ba0-6a5aab625132,19.77,FOOD,A2PAS,payout,CARD,5411
910e27d1-b80f-41b5-b7f2-a15f70a32fe0,2019-04-24,03e0e799-70ef-497a-af4e-0edb3df264a7,17.19,FOOD,A2PAS,payout,CARD,5411
910e27d1-b80f-41b5-b7f2-a15f70a32fe0,2019-04-17,a79ad450-2c11-4618-8a99-ff3b465b2fdb,38.55,FOOD,A2PAS,payout,CARD,5411
910e27d1-b80f-41b5-b7f2-a15f70a32fe0,2019-03-25,4bdf2f17-0c50-457f-9d29-7aed57242dc5,20.15,FOOD,A2PAS,payout,CARD,5411
910e27d1-b80f-41b5-b7f2-a15f70a32fe0,2019-03-20,3d5d3f66-fdfc-4b0f-856b-265b5f0ef6a6,11.53,FOOD,A2PAS,payout,CARD,5411
910e27d1-b80f-41b5-b7f2-a15f70a32fe0,2019-02-24,d76c751e-34bb-470c-a703-74e740b6fd95,6,FOOD,A2PAS,payout,CARD,5411
910e27d1-b80f-41b5-b7f2-a15f70a32fe0,2019-02-22,65e5c96e-fa7a-40e1-b69f-ae5b2861df9f,34.47,FOOD,A2PAS,payout,CARD,5411
910e27d1-b80f-41b5-b7f2-a15f70a32fe0,2019-02-18,8e9b3904-3b51-4aab-8ed3-efeba77b48aa,19.15,FOOD,A2PAS,payout,CARD,5411
910e27d1-b80f-41b5-b7f2-a15f70a32fe0,2019-02-03,b886d85b-627a-4aa7-b4ea-5e163fbb3b27,24.73,FOOD,A2PAS,payout,CARD,5411
6dac3bd7-ec4e-4389-a5af-83e43c1a1a61,2019-04-30,c9fc25a4-e231-4806-af21-eb28ec4c6d5c,11.64,MISC,ABDEL FASHIONS,payout,CARD,5699
cd94d53c-7d8e-4e2c-b134-f2ad16db2d4e,2019-06-04,ff666162-9d2e-4ca5-9cf2-411f1542f70f,17.73,MISC,Action 4084,payout,CARD,5310
cd94d53c-7d8e-4e2c-b134-f2ad16db2d4e,2018-11-16,474b45cd-e49d-42ce-8317-b4d2a9fa7e8f,5.76,MISC,Action 4084,payout,CARD,5310
cd94d53c-7d8e-4e2c-b134-f2ad16db2d4e,2018-11-16,07a8a7dc-6fe9-40ae-b99a-3fb1bef7134f,23.94,MISC,Action 4084,payout,CARD,5310
cd94d53c-7d8e-4e2c-b134-f2ad16db2d4e,2018-10-16,6d0d9a75-ed2b-4653-a290-246bb65a05f1,13.55,MISC,Action 4084,payout,CARD,5310
cd94d53c-7d8e-4e2c-b134-f2ad16db2d4e,2019-12-10,fa38c0d5-d2a7-4a20-bd48-340e2b93cd5a,4.71,MISC,Action 4212,payout,CARD,5310
cd94d53c-7d8e-4e2c-b134-f2ad16db2d4e,2019-03-06,24c8ddf1-ccb1-4d5a-a7f4-27e127c28e5c,8.64,MISC,Action 4212,payout,CARD,5310
cd94d53c-7d8e-4e2c-b134-f2ad16db2d4e,2019-02-28,613dbca2-a6fc-44b2-994f-f0fa93fc263b,7.97,MISC,Action 4212,payout,CARD,5310
cd94d53c-7d8e-4e2c-b134-f2ad16db2d4e,2019-02-21,5f8488f6-401b-416f-b267-b2e2b94eb94f,9.61,MISC,Action 4212,payout,CARD,5310
cd94d53c-7d8e-4e2c-b134-f2ad16db2d4e,2019-02-15,57f674c2-17e5-4a0e-a8db-b0c97210daf9,9.36,MISC,Action 4212,payout,CARD,5310
cd94d53c-7d8e-4e2c-b134-f2ad16db2d4e,2019-01-19,cd09e44e-4c71-46c8-8074-8b6d2f686325,4.78,MISC,Action 4212,payout,CARD,5310
cd94d53c-7d8e-4e2c-b134-f2ad16db2d4e,2018-10-12,2b0644f5-dde5-41b8-aa2e-9e2403d16fa3,6.33,MISC,Action 4212,payout,CARD,5310
cd94d53c-7d8e-4e2c-b134-f2ad16db2d4e,2018-10-10,df9123af-1166-48dd-a4f1-62d46132275b,3.98,MISC,Action 4212,payout,CARD,5310
cd94d53c-7d8e-4e2c-b134-f2ad16db2d4e,2019-06-03,0483238a-8620-4f94-927e-a9f7e82be65b,10,FOOD,ADALYA,payout,CARD,5814
566bf82b-d68c-4c92-b844-a161a9587b19,2019-03-13,ca42dbc4-3b2c-4b64-b89c-034288740e76,9,FOOD,ADAVAR,payout,CARD,5812
6dac3bd7-ec4e-4389-a5af-83e43c1a1a61,2020-05-25,5204a4ea-a5a6-49d0-bae8-360619eb6c76,30,CASH,AG ANTIBES ST CLAUDE E,payout,CARD,6011
6dac3bd7-ec4e-4389-a5af-83e43c1a1a61,2020-07-02,2091ebea-acbd-4975-b8b8-cc2d9b0d1fe6,10.01,VEHICLE,AGIP 9080 JUAN,payout,CARD,5541
6dac3bd7-ec4e-4389-a5af-83e43c1a1a61,2020-05-24,0e7fcb70-10ac-4e5e-965c-a34a96a8c281,8,VEHICLE,AGIP 9080 JUAN,payout,CARD,5541
6dac3bd7-ec4e-4389-a5af-83e43c1a1a61,2020-03-01,2c5c4271-5231-41df-97c9-b4eb873eea2f,9.99,VEHICLE,AGIP 9080 JUAN,payout,CARD,5541
6dac3bd7-ec4e-4389-a5af-83e43c1a1a61,2020-09-07,04f714c4-083e-41df-a1df-51cc80bdb3e2,8.5,VEHICLE,AGIP9145,payout,CARD,5541
6dac3bd7-ec4e-4389-a5af-83e43c1a1a61,2020-07-06,88190f49-4bdc-42b2-894c-7cf85b7add76,11.5,VEHICLE,AGIP9145,payout,CARD,5541
6dac3bd7-ec4e-4389-a5af-83e43c1a1a61,2020-05-20,cf15ec66-5712-4b50-96c6-9a0fee83b5fb,16.37,VEHICLE,AGIP9145,payout,CARD,5541
b9920e3b-68ed-4ccc-987f-a5196f94df7a,2020-08-11,0fe91602-0a42-4616-ad11-053a049911d4,4,VEHICLE,AGIP9400GILLET,payout,CARD,5541
566bf82b-d68c-4c92-b844-a161a9587b19,2019-06-18,0888a7e5-af4d-4685-919d-095eadb68255,440,HOTEL,AIRBNB,payout,CARD,7011
566bf82b-d68c-4c92-b844-a161a9587b19,2019-02-10,583fe66e-ce01-4900-93ed-8324d817dd0f,440.01,HOTEL,AIRBNB,payout,CARD,7011
b9920e3b-68ed-4ccc-987f-a5196f94df7a,2019-06-21,cfeff026-60c1-4bc9-bc03-da2f685a6615,65.48,HOTEL,AIRBNB,payout,CARD,7011
b9920e3b-68ed-4ccc-987f-a5196f94df7a,2020-03-04,a43154e8-6c03-4205-8063-d7284d0e51bf,318.67,HOTEL,AIRBNB * HM4D24KQCC,payout,CARD,7011
910e27d1-b80f-41b5-b7f2-a15f70a32fe0,2020-01-23,c45f4770-92cc-4bd4-af7b-638e5034343c,141.22,HOTEL,AIRBNB * HMC385FS3T,payout,CARD,7011
b9920e3b-68ed-4ccc-987f-a5196f94df7a,2020-08-17,73f4a1bf-6c80-4cdb-80f9-c008b28687f3,403.01,HOTEL,AIRBNB * HMTAJMQ9W9,payout,CARD,7011
b9920e3b-68ed-4ccc-987f-a5196f94df7a,2019-11-24,e7ee873b-98d7-4082-a5be-be66196f2275,22.5,FOOD,AJR,payout,CARD,5814
b9920e3b-68ed-4ccc-987f-a5196f94df7a,2018-12-26,a5dabf73-8109-4e6e-8ee7-93efc9dde42d,24,FOOD,AJT 63,payout,CARD,5813
6dac3bd7-ec4e-4389-a5af-83e43c1a1a61,2019-11-28,acae8a49-4a15-4a19-8c37-91c535e2ba63,16.5,FOOD,AL CHARQ,payout,CARD,5811
cd94d53c-7d8e-4e2c-b134-f2ad16db2d4e,2019-10-28,a519cd85-a4f4-4c51-a243-8e3125aca075,15.76,FOOD,ALDI MARCHE 031,payout,CARD,5411
cd94d53c-7d8e-4e2c-b134-f2ad16db2d4e,2019-01-14,37cbc411-1d9e-4156-94cf-d6b030232318,36.48,FOOD,ALDI MARCHE 031,payout,CARD,5411
b9920e3b-68ed-4ccc-987f-a5196f94df7a,2018-12-11,f07e25d4-6f3f-42fa-98d5-b61947a13f11,166.92,MISC,AliExpress,payout,CARD,5311
b9920e3b-68ed-4ccc-987f-a5196f94df7a,2018-12-10,bfe1a46b-f5c3-42a3-8c18-2419df6c04fd,204.11,MISC,AliExpress,payout,CARD,5310
